TotalFile:87245	PakTime:2011-12-8 10:57:19	PakTimeSave:4ee0278f	CRC:66097dc7
Index	ID	Time	FileName	Size	InPakSize	ComprFlag	CRC
27938	56ba4fd8	2006-12-9 20:2:58	\maps\两湖区\衡山密室\v_099\099_region_s.dat	2100	29	4	871f81d4
27939	56baf2d4	2006-12-9 20:2:58	\maps\江南区\西山屿\v_093\078_region_s.dat	2173	135	4	6df3f47a
27940	56bb1aa9	2006-12-9 20:2:58	\maps\两湖区\衡山派\衡山派\v_099\095_region_s.dat	2100	180	4	b7442ad9
27941	56bb3fca	2006-12-9 20:4:23	\maps\中原北区\少林派\大雄宝殿\v_099\098_region_s.dat	2100	127	4	55b3a970
27942	56bbcdb2	2007-5-17 2:40:23	\maps\特殊用地\武林第一帮\v_098\107_region_s.dat	2100	167	4	7a83a60b
27943	56bcfd03	2006-12-9 20:3:44	\maps\西北南区\剑阁西北\锁云洞迷宫\v_105\102_region_s.dat	2100	120	4	180d4df9
27944	56bd04d5	2006-12-9 20:4:41	\maps\中原南区\襄阳\襄阳\v_108\094_region_s.dat	2356	180	4	be6e5cf2
27945	56be9de1	2006-12-9 20:3:48	\maps\西南北区\峨嵋派\峨嵋派\v_160\144_region_s.dat	2100	48	4	bcb1e258
27946	56bf6e56	2006-12-9 20:3:39	\maps\西北南区\凤翔\v_108\111_region_s.dat	2234	256	4	fa7c7c3c
27947	56bfedb4	2010-5-19 10:1:46	\maps\特殊用地\qichengdazhan\bianjingzhanchang\v_115\105_region_s.dat	2100	86	4	d77b2436
27948	56c1814d	2006-12-9 20:2:57	\maps\江南区\临安\临安\v_101\073_region_s.dat	2234	175	4	a836b8a5
27949	56c27ba4	2006-12-9 20:3:0	\maps\两湖区\神农架\燕子洞迷宫\v_102\102_region_s.dat	2234	248	4	29984b82
27950	56c40f69	2006-12-9 20:4:0	\maps\西南南区\大理\恶霸家地道\v_101\100_region_s.dat	2295	283	4	8a5f1de
27951	56c5aa00	2006-12-9 20:3:57	\maps\西南南区\翠烟门\翠烟\v_033\050_region_s.dat	2234	144	4	7ec097bd
27952	56c65a7b	2010-5-19 10:3:21	\maps\特殊用地\qichengdazhan\yangzhouzhanchang\v_102\125_region_s.dat	2100	63	4	e722aadf
27953	56c6ec3a	2006-12-9 20:2:57	\maps\江南区\武夷山\武夷山\v_077\073_region_s.dat	2100	64	4	3a9919a2
27954	56c7e5ca	2006-12-9 20:3:29	\maps\西北北区\昆仑派\快活林迷宫\v_099\107_region_s.dat	2356	185	4	7741a810
27955	56c81744	2006-12-9 20:4:32	\maps\中原南区\伏牛山\伏牛山东\v_094\118_region_s.dat	2295	188	4	7def3dbc
27956	56c8265b	2006-12-9 20:4:2	\maps\西南南区\点苍山\点苍山\v_082\109_region_s.dat	2295	221	4	625a127a
27957	56c8ea9e	2006-12-9 20:3:9	\maps\特殊用地\任务用地\同伴剧情任务\百花谷\v_098\095_region_s.dat	2100	130	4	eb04c03e
27958	56c9922c	2006-12-9 20:2:58	\maps\江南区\西山屿\v_089\094_region_s.dat	2173	94	4	72aa0f65
27959	56cabd34	2006-12-9 20:4:27	\maps\中原北区\少林派\少林派\v_102\122_region_s.dat	2295	254	4	ca3f7633
27960	56cb3beb	2006-12-9 20:4:33	\maps\中原南区\丐帮\地下迷宫二层\v_091\103_region_s.dat	2168	199	4	58dae611
27961	56cb573c	2006-12-9 20:3:42	\maps\西北南区\华山派\华山派\v_091\100_region_s.dat	2240	218	4	2a3f16df
27962	56cb776f	2006-12-9 20:2:56	\maps\东北区\长白山\长白山南\v_071\096_region_s.dat	2100	116	4	d012f6ab
27963	56cce963	2006-12-9 20:3:28	\maps\西北北区\黄河源头\黄河源头\v_097\092_region_s.dat	2100	39	4	efb5dfad
27964	56cd4fc3	2006-12-9 20:2:58	\maps\两湖区\神农架\山宝洞迷宫\v_096\116_region_s.dat	2100	94	4	db7ecca0
27965	56ce2574	2006-12-9 20:3:46	\maps\西北南区\永乐镇\v_103\096_region_s.dat	2234	257	4	a0891c29
27966	56d07567	2006-12-9 20:3:56	\maps\西南北区\唐门\唐门\v_171\233_region_s.dat	2234	174	4	6aae4359
27967	56d19d5a	2006-12-9 20:3:38	\maps\西北南区\凤翔\v_085\105_region_s.dat	2100	165	4	9d6a3d10
27968	56d26bb5	2010-5-19 9:54:23	\maps\特殊用地\qichengdazhan\xiangyangzhanchang\v_093\115_region_s.dat	2100	169	4	5cce338e
27969	56d2f941	2006-12-9 20:3:59	\maps\西南南区\大理\大理府\v_093\079_region_s.dat	2100	36	4	679299d9
27970	56d30ca8	2006-12-9 20:3:28	\maps\西北北区\黄河源头\留仙洞六层\v_101\098_region_s.dat	2100	48	4	36e4496f
27971	56d414f4	2006-12-9 20:4:4	\maps\西南南区\石鼓镇\v_095\087_region_s.dat	2417	130	4	bc436230
27972	56d60a53	2006-12-9 20:2:59	\maps\两湖区\神农架\神农架\v_101\129_region_s.dat	2100	83	4	9cf44755
27973	56d64e24	2006-12-9 20:2:58	\maps\江南区\雁荡山\雁荡山\v_102\066_region_s.dat	2100	29	4	19603260
27974	56d8574e	2006-12-9 20:2:57	\maps\江南区\武夷山\武夷山\v_102\099_region_s.dat	2100	65	4	9946596b
27975	56d9c84f	2006-12-9 20:2:58	\maps\江南区\雁荡山\羊角洞迷宫\v_099\099_region_s.dat	2100	138	4	57af13b4
27976	56da4ca3	2006-12-9 20:4:23	\maps\中原北区\少林派\达摩堂.wor	329	232	4	5ccd01a5
27977	56da5eb3	2006-12-9 20:3:8	\maps\特殊用地\春节地图\v_099\103_region_s.dat	2100	126	4	412a6384
27978	56dae143	2006-12-9 20:2:58	\maps\两湖区\神农架\山宝洞迷宫\v_094\115_region_s.dat	2100	216	4	82400ab1
27979	56daf739	2006-12-9 20:2:59	\maps\两湖区\神农架\神农架\v_109\125_region_s.dat	2295	180	4	8d355c6a
27980	56db74d4	2006-12-9 20:4:37	\maps\中原南区\蜀冈山\蜀冈山\v_102\121_region_s.dat	2234	101	4	c467897
27981	56dc926d	2006-12-9 20:2:58	\maps\两湖区\巴陵县\v_101\101_region_s.dat	2336	390	4	f19cedb9
27982	56dd33af	2006-12-9 20:4:22	\maps\中原北区\风陵渡\v_096\080_region_s.dat	2173	156	4	c52ed39c
27983	56df31d8	2010-5-19 9:23:14	\maps\特殊用地\qichengdazhan\chengduzhanchang\v_103\101_region_s.dat	2100	227	4	144ed959
27984	56df8c28	2006-12-9 20:2:57	\maps\江南区\临安\临安\v_104\086_region_s.dat	2100	100	4	586f8781
27985	56e058e3	2006-12-9 20:3:57	\maps\西南南区\翠烟门\翠烟\v_027\028_region_s.dat	2100	67	4	37e0e62
27986	56e064fc	2006-12-9 20:3:27	\maps\特殊用地\圣诞地图\v_092\090_region_s.dat	2100	109	4	72b76304
27987	56e06f70	2006-12-9 20:2:57	\maps\江南区\五毒教\五毒\v_104\104_region_s.dat	2100	46	4	4038e3c7
27988	56e09311	2006-12-9 20:3:53	\maps\西南北区\青城山\青城山\v_110\154_region_s.dat	2298	253	4	9860a9a9
27989	56e25b00	2006-12-9 20:4:39	\maps\中原南区\武当派\武当派\v_103\112_region_s.dat	2356	276	4	ddabc7df
27990	56e2716c	2010-5-19 9:58:42	\maps\特殊用地\qichengdazhan\linanzhanchang\v_116\099_region_s.dat	2100	241	4	bcb45752
27991	56e3081f	2008-9-28 0:32:55	\maps\特殊用地\荒漠战场\v_107\128_region_s.dat	2100	98	4	6a0745cc
27992	56e31f7d	2006-12-9 20:2:56	\maps\东北区\临渝关\v_117\121_region_s.dat	2417	163	4	3c67faf4
27993	56e33a6c	2006-12-9 20:2:56	\maps\东北区\临渝关\v_102\108_region_s.dat	2295	124	4	2bf8d433
27994	56e485e8	2006-12-9 20:3:48	\maps\西南北区\成都\成都\v_159\205_region_s.dat	2100	173	4	aa7e60f2
27995	56e58332	2006-12-9 20:3:48	\maps\西南北区\峨嵋派\峨嵋派\v_154\132_region_s.dat	2356	320	4	91737274
27996	56e629d6	2006-12-9 20:3:27	\maps\特殊用地\圣诞地图\v_097\093_region_s.dat	2100	145	4	248a2667
27997	56e6641b	2006-12-9 20:2:58	\maps\江南区\西山屿\v_081\084_region_s.dat	2100	63	4	9907ff47
27998	56e67573	2010-5-19 10:0:39	\maps\特殊用地\qichengdazhan\bianjingzhanchang\v_106\104_region_s.dat	2100	155	4	9c5458ca
27999	56e67d7b	2006-12-9 20:3:8	\maps\特殊用地\河滨战场\v_096\076_region_s.dat	2100	82	4	749198f5
28000	56e70355	2006-12-9 20:3:54	\maps\西南北区\青城山\神仙洞迷宫\v_097\108_region_s.dat	2234	222	4	4508259
28001	56e845e3	2006-12-9 20:3:27	\maps\特殊用地\山谷战场\v_095\079_region_s.dat	2100	204	4	caa211e8
28002	56e985c0	2011-6-27 18:5:34	\maps\特殊用地\yandibaozangzhunbeiditu\v_113\108_region_s.dat	2100	105	4	d6e50c69
28003	56eaa4e2	2010-5-19 9:57:13	\maps\特殊用地\qichengdazhan\linanzhanchang\v_103\105_region_s.dat	2100	244	4	33017449
28004	56ec2de8	2010-5-19 9:23:4	\maps\特殊用地\qichengdazhan\chengduzhanchang\v_101\101_region_s.dat	2100	215	4	6da44c5f
28005	56ecc824	2006-12-9 20:2:56	\maps\江南区\临安\临安\v_087\073_region_s.dat	2234	138	4	fd5e80a7
28006	56eda9d7	2006-12-9 20:3:28	\maps\特殊用地\营寨战场\v_075\084_region_s.dat	2100	29	4	37407229
28007	56ee3b0e	2006-12-9 20:2:57	\maps\江南区\罗霄山\龙宫洞迷宫\v_100\097_region_s.dat	2100	126	4	cee15c39
28008	56ef0e6f	2006-12-9 20:4:3	\maps\西南南区\点苍山\龙眼洞迷宫\v_099\099_region_s.dat	2100	123	4	cc5f093c
28009	56f01477	2006-12-9 20:3:15	\maps\特殊用地\任务用地\信使任务\风之骑\v_086\096_region_s.dat	2100	129	4	38882554
28010	56f08b35	2006-12-9 20:3:9	\maps\特殊用地\梦境\v_107\111_region_s.dat	2100	137	4	bda71965
28011	56f0dfe9	2006-12-9 20:4:22	\maps\中原北区\风陵渡\v_098\067_region_s.dat	2100	222	4	f81b4a4f
28012	56f0e2d6	2006-12-9 20:3:59	\maps\西南南区\大理\大理府\v_106\090_region_s.dat	2173	164	4	6ff98fdd
28013	56f10769	2006-12-9 20:3:9	\maps\特殊用地\梦境\v_105\107_region_s.dat	2173	81	4	917fe14
28014	56f31cd5	2006-12-9 20:3:38	\maps\西北南区\凤翔\v_096\085_region_s.dat	2295	176	4	909effe7
28015	56f34ce3	2006-12-9 20:3:46	\maps\西北南区\永乐镇\v_093\090_region_s.dat	2100	193	4	d6c54be4
28016	56f3b31d	2006-12-9 20:4:20	\maps\中原北区\汴京\汴京\v_090\093_region_s.dat	2173	154	4	45085e82
28017	56f43c17	2006-12-9 20:3:8	\maps\特殊用地\端午节地图\v_088\096_region_s.dat	2100	147	4	cebd9c2e
28018	56f478a6	2006-12-9 20:3:6	\maps\两湖区\天王帮\天王帮\v_098\095_region_s.dat	2234	260	4	fc3afc6b
28019	56f5136a	2011-6-1 10:38:6	\maps\特殊用地\yuegemigu\v_103\148_region_s.dat	2100	108	4	71bf3034
28020	56f54a5d	2006-12-9 20:3:27	\maps\特殊用地\圣诞地图\v_099\096_region_s.dat	2100	235	4	48ceb58f
28021	56f59d89	2006-12-9 20:4:37	\maps\中原南区\蜀冈山\蜀冈山\v_084\125_region_s.dat	2356	193	4	b1349ed2
28022	56f5faa0	2006-12-9 20:3:9	\maps\特殊用地\平原战场\v_092\084_region_s.dat	2100	50	4	d4eb5d57
28023	56f6e0a4	2006-12-9 20:3:46	\maps\西北南区\永乐镇\v_104\101_region_s.dat	2243	205	4	367f39dd
28024	56f6ec28	2006-12-9 20:3:28	\maps\西北北区\黄河源头\黄河源头\v_095\100_region_s.dat	2100	136	4	640c511e
28025	56f84751	2006-12-9 20:4:38	\maps\中原南区\武当派\火狼洞迷宫\v_095\105_region_s.dat	2361	360	4	9a8d1aa5
28026	56f85dda	2006-12-9 20:3:37	\maps\西北北区\药王谷\药王谷\v_102\143_region_s.dat	2100	100	4	4c110631
28027	56f87d18	2006-12-9 20:3:29	\maps\西北北区\黄河源头\轩辕洞迷宫\v_101\101_region_s.dat	2295	168	4	4c1d4060
28028	56f947a6	2007-5-17 2:40:22	\maps\特殊用地\武林第一帮\v_091\106_region_s.dat	2100	107	4	b6e06a97
28029	56f999ef	2006-12-9 20:3:46	\maps\西北南区\永乐镇\v_094\093_region_s.dat	2234	93	4	edc0e3d5
28030	56f9a1a0	2006-12-9 20:4:23	\maps\中原北区\伏牛山\天心洞迷宫\v_097\106_region_s.dat	2173	204	4	90809a2e
28031	56fb0bbe	2006-12-9 20:3:43	\maps\西北南区\剑阁西北\剑阁西北\v_126\064_region_s.dat	2100	74	4	5ee2d01c
28032	56fb8ba8	2006-12-9 20:3:28	\maps\西北北区\黄河源头\留仙洞六层\v_100\096_region_s.dat	2100	116	4	d79de0d
28033	56fc22a0	2006-12-9 20:3:8	\maps\特殊用地\联赛比赛用地\v_119\103_region_s.dat	2100	275	4	158ce93d
28034	56fc23ab	2010-5-19 9:57:8	\maps\特殊用地\qichengdazhan\linanzhanchang\v_102\108_region_s.dat	2100	125	4	c108d416
28035	56fc77c9	2006-12-9 20:3:43	\maps\西北南区\剑阁西北\金光洞迷宫\v_092\107_region_s.dat	2100	118	4	b284b5bd
28036	56fe1fb4	2006-12-9 20:2:58	\maps\江南区\雁荡山\羊角洞迷宫\v_102\111_region_s.dat	2100	73	4	a3eb6bb0
28037	56ffc967	2006-12-9 20:3:43	\maps\西北南区\剑阁西北\金光洞迷宫\v_096\109_region_s.dat	2100	104	4	adc4f1a9
28038	56fffcc7	2010-12-27 17:20:43	\maps\特殊用地\jianzhong\v_130\106_region_s.dat	2100	55	4	8e092575
28039	5700ee7d	2006-12-9 20:2:57	\maps\江南区\龙泉\v_098\100_region_s.dat	2100	193	4	bbb6bc0d
28040	57016092	2006-12-9 20:2:57	\maps\江南区\武夷山\武夷山\v_100\096_region_s.dat	2173	201	4	1e6110ad
28041	5702b471	2006-12-9 20:4:27	\maps\中原北区\少林派\少林派\v_101\093_region_s.dat	2173	185	4	93b06919
28042	57071982	2011-6-1 10:38:25	\maps\特殊用地\yuegemigu\v_116\121_region_s.dat	2100	265	4	257c39c5
28043	57087436	2006-12-9 20:4:33	\maps\中原南区\丐帮\地下迷宫三层\v_096\104_region_s.dat	2295	237	4	2b3f4548
28044	570975aa	2006-12-9 20:4:2	\maps\西南南区\点苍山\点苍山\v_084\108_region_s.dat	2100	141	4	f7a9625c
28045	570a40a9	2006-12-9 20:3:7	\maps\特殊用地\春节地图\v_081\098_region_s.dat	2100	181	4	b1172089
28046	570b57cc	2006-12-9 20:4:34	\maps\中原南区\丐帮\丐帮\v_104\106_region_s.dat	2173	182	4	e883e192
28047	570c305a	2006-12-9 20:3:6	\maps\两湖区\天王帮\青螺岛山洞\v_106\120_region_s.dat	2100	76	4	5415cf45
28048	570d5d78	2006-12-9 20:3:47	\maps\西南北区\成都\成都\v_152\195_region_s.dat	2100	71	4	fe1d578
28049	570dd706	2006-12-9 20:3:8	\maps\特殊用地\河滨战场\v_076\094_region_s.dat	2100	31	4	56815e64
28050	570f7c7e	2006-12-9 20:3:6	\maps\两湖区\天王帮\天王帮\v_102\092_region_s.dat	2100	74	4	c56b968c
28051	570fc3b4	2006-12-9 20:4:34	\maps\中原南区\丐帮\丐帮\v_102\097_region_s.dat	2100	66	4	8ab1fdc
28052	5710d954	2006-12-9 20:3:28	\maps\西北北区\黄河源头\留仙洞六层\v_104\097_region_s.dat	2100	174	4	18afd76d
28053	5710f465	2006-12-9 20:3:59	\maps\西南南区\大理\大理府\v_097\099_region_s.dat	2338	293	4	4bbb0167
28054	5710fb00	2006-12-9 20:3:34	\maps\西北北区\龙门镇\v_145\125_region_s.dat	2173	266	4	1534f4db
28055	571120b8	2006-12-9 20:4:21	\maps\中原北区\汴京\汴京\v_098\122_region_s.dat	2173	224	4	d6800bdb
28056	57114d51	2006-12-9 20:3:7	\maps\特殊用地\长歌门禁地\v_106\110_region_s.dat	2100	143	4	22b18fe5
28057	571172b5	2006-12-9 20:4:41	\maps\中原南区\襄阳\襄阳\v_108\102_region_s.dat	2295	172	4	b2668e79
28058	5712cb90	2006-12-9 20:3:59	\maps\西南南区\大理\大理府\v_105\107_region_s.dat	2173	136	4	a2d5ae5a
28059	5713b0f9	2006-12-9 20:3:34	\maps\西北北区\莫高窟\v_090\102_region_s.dat	2478	175	4	eb3c63ed
28060	5715312e	2006-12-9 20:4:33	\maps\中原南区\丐帮\地下迷宫五层\v_098\106_region_s.dat	2100	94	4	25af2f9
28061	5716f054	2010-5-26 9:14:33	\maps\特殊用地\qichengdazhan\fengxiangzhanchang\v_102\100_region_s.dat	2100	150	4	d8dcabf4
28062	5718ea08	2006-12-9 20:4:27	\maps\中原北区\少林派\少林派\v_102\101_region_s.dat	2173	171	4	d1be7be
28063	571916ed	2006-12-9 20:4:37	\maps\中原南区\蜀冈山\蜀冈山\v_089\115_region_s.dat	2100	85	4	57f10cd4
28064	5719ded8	2006-12-9 20:3:27	\maps\特殊用地\卫国战争\烽火连城新地图\v_106\090_region_s.dat	2100	218	4	9696ae2c
28065	5719f45e	2006-12-9 20:3:27	\maps\特殊用地\卫国战争\烽火连城新地图\v_094\117_region_s.dat	2100	54	4	4776ab72
28066	571baf58	2006-12-9 20:3:54	\maps\西南北区\青城山\神仙洞迷宫\v_098\111_region_s.dat	2295	267	4	f2840fa0
28067	571be601	2006-12-9 20:3:7	\maps\特殊用地\帮会专用\汴京\v_104\109_region_s.dat	2100	167	4	dfa1364c
28068	571dafd2	2006-12-9 20:3:54	\maps\西南北区\青城山\响水洞迷宫\v_099\103_region_s.dat	2234	235	4	206d874f
28069	571db6ab	2006-12-9 20:2:57	\maps\江南区\五毒教\入门迷宫\v_093\118_region_s.dat	2234	161	4	88c5e5aa
28070	571e7669	2006-12-9 20:3:35	\maps\西北北区\沙漠迷宫\沙漠地表\v_091\115_region_s.dat	2173	209	4	4d0c4d92
28071	571f23ef	2006-12-9 20:3:44	\maps\西北南区\剑阁西北\锁云洞迷宫\v_102\105_region_s.dat	2295	256	4	f74d3f54
28072	57209aa4	2006-12-9 20:3:7	\maps\特殊用地\城镇战场\v_108\103_region_s.dat	2100	110	4	d35627d8
28073	5720fb2b	2006-12-9 20:3:28	\maps\特殊用地\营寨战场\v_077\084_region_s.dat	2100	54	4	d55783fb
28074	5722074b	2006-12-9 20:4:23	\maps\中原北区\剑阁中原\v_085\100_region_s.dat	2100	30	4	b706211
28075	5722809b	2006-12-9 20:3:29	\maps\西北北区\龙门镇\v_134\105_region_s.dat	2100	181	4	9c976340
28076	57228d58	2006-12-9 20:2:56	\maps\东北区\长白山\长白山脚\v_071\078_region_s.dat	2356	125	4	585cc842
28077	5722d49c	2006-12-9 20:3:6	\maps\两湖区\天王帮\洞庭湖底山洞1\v_101\112_region_s.dat	2356	276	4	d799fba1
28078	5724010e	2010-6-13 10:17:30	\maps\特殊用地\qichengdazhan\dalizhanchang\v_090\101_region_s.dat	2100	88	4	2b5e49c9
28079	5724bc7f	2006-12-9 20:3:8	\maps\特殊用地\联赛比赛用地\v_107\126_region_s.dat	2100	210	4	1f543e07
28080	5725203f	2006-12-9 20:2:57	\maps\江南区\五毒教\入门迷宫\v_078\105_region_s.dat	2100	123	4	294b3e68
28081	5725d051	2006-12-9 20:4:2	\maps\西南南区\点苍山\点苍山\v_084\113_region_s.dat	2173	204	4	43768ecd
28082	5725ef2f	2006-12-9 20:4:33	\maps\中原南区\伏牛山\鸡冠洞迷宫\v_086\107_region_s.dat	2295	197	4	fe6eb19f
28083	5726a493	2006-12-9 20:3:38	\maps\西北南区\冰河洞迷宫\v_104\105_region_s.dat	2234	221	4	fd090d92
28084	5726f6d0	2006-12-9 20:4:38	\maps\中原南区\武当派\火狼洞迷宫\v_101\104_region_s.dat	2100	234	4	68332f30
28085	5728f44e	2006-12-9 20:3:59	\maps\西南南区\翠烟门\禁地迷宫\v_090\103_region_s.dat	2417	237	4	1ce08054
28086	572c293f	2006-12-7 8:13:6	\maps\特殊用地\剑门关ib\v_106\114_region_s.dat	2100	35	4	19f9590b
28087	572c9532	2006-12-9 20:2:56	\maps\东北区\漠北草原\v_089\085_region_s.dat	2100	145	4	2e80859d
28088	572d5313	2006-12-9 20:2:56	\maps\东北区\长白山\长白山南\v_096\097_region_s.dat	2100	30	4	82e432a5
28089	572d79fd	2008-7-3 12:22:2	\maps\特殊用地\金石山战场\v_115\130_region_s.dat	2100	70	4	c73767f1
28090	572f480c	2006-12-9 20:4:29	\maps\中原北区\天忍教\天忍教圣洞1\v_099\105_region_s.dat	2356	190	4	f7ea0d69
28091	572f9087	2006-12-9 20:4:3	\maps\西南南区\点苍山\凤眼洞迷宫\v_098\109_region_s.dat	2100	129	4	2878c322
28092	573003ef	2010-5-19 9:57:9	\maps\特殊用地\qichengdazhan\linanzhanchang\v_102\110_region_s.dat	2100	238	4	d59523a7
28093	5730354b	2006-12-9 20:3:30	\maps\西北北区\龙门镇\v_140\130_region_s.dat	2100	230	4	af7c35c2
28094	57325a9b	2006-12-9 20:3:59	\maps\西南南区\大理\大理府\v_101\083_region_s.dat	2417	160	4	7162596f
28095	5732b3d8	2011-6-1 10:38:32	\maps\特殊用地\yuegemigu\v_119\130_region_s.dat	2100	244	4	a35e32e2
28096	57340a66	2006-12-9 20:3:9	\maps\特殊用地\梦境\v_102\092_region_s.dat	2100	97	4	91bc8d9f
28097	57349f9c	2006-12-9 20:2:58	\maps\江南区\西山屿\v_083\071_region_s.dat	2100	84	4	53c80288
28098	5735c8fd	2006-12-9 20:2:57	\maps\江南区\五毒教\五毒\v_107\092_region_s.dat	2173	293	4	bb684791
28099	57365e55	2006-12-9 20:2:57	\maps\江南区\临安\临安\v_093\112_region_s.dat	2173	95	4	44f29ed0
28100	57365fb9	2006-12-9 20:2:57	\maps\江南区\武夷山\武夷山\v_084\059_region_s.dat	2100	214	4	d8e90ba0
28101	5738fc28	2006-12-9 20:4:2	\maps\西南南区\点苍山\点苍山\v_085\094_region_s.dat	2100	136	4	f4964974
28102	57391c0e	2006-12-9 20:3:47	\maps\西南北区\长江源头\长江源头\v_183\147_region_s.dat	2234	241	4	fe2fb2e8
28103	57395a75	2006-12-9 20:4:31	\maps\中原北区\朱仙镇\v_098\088_region_s.dat	2234	172	4	c2f7aef2
28104	5739c55a	2006-12-9 20:3:57	\maps\西南北区\唐门\唐门\v_182\229_region_s.dat	2100	118	4	def75cbe
28105	5739fbf2	2006-12-9 20:3:54	\maps\西南北区\青城山\响水洞迷宫\v_088\121_region_s.dat	2173	208	4	6566eabc
28106	573a185a	2006-12-9 20:3:37	\maps\西北北区\药王谷\药王洞二层\v_100\102_region_s.dat	2160	249	4	4451e2bc
28107	573a8119	2006-12-9 20:2:56	\maps\东北区\临渝关\v_107\112_region_s.dat	2100	39	4	dbb9b401
28108	573b96b2	2006-12-9 20:3:40	\maps\西北南区\华山绝顶\v_085\102_region_s.dat	2100	33	4	be08e1e3
28109	573c3596	2006-12-9 20:2:58	\maps\江南区\西山屿\v_094\077_region_s.dat	2173	96	4	7b62aa60
28110	573c6181	2011-6-27 18:7:1	\maps\特殊用地\yandibaozangzhunbeiditu\v_134\146_region_s.dat	2100	73	4	b512d914
28111	573e4674	2006-12-9 20:4:39	\maps\中原南区\武当派\武当派\v_104\105_region_s.dat	2234	118	4	30b3b8b5
28112	573fbd73	2006-12-9 20:3:49	\maps\西南北区\剑阁西南\v_132\201_region_s.dat	2173	189	4	b0d6d3a1
28113	573fe86d	2006-12-9 20:2:56	\maps\东北区\长白山\长白山脚\v_090\073_region_s.dat	2100	104	4	437d71a7
28114	573fecad	2008-9-28 0:32:54	\maps\特殊用地\古城战场\v_116\102_region_s.dat	2100	166	4	786aa804
28115	574028d1	2006-12-9 20:4:27	\maps\中原北区\少林派\少林派\v_104\119_region_s.dat	2173	214	4	848c109b
28116	57403a88	2006-12-9 20:3:58	\maps\西南南区\翠烟门\翠烟\v_051\045_region_s.dat	2100	50	4	4910ea80
28117	5740962e	2011-7-12 17:0:12	\maps\特殊用地\jiuzhougu\v_100\101_region_s.dat	2100	128	4	421a83d4
28118	57409cdd	2006-12-9 20:2:57	\maps\江南区\五毒教\五毒\v_109\097_region_s.dat	2100	154	4	3cc5c18f
28119	5742304d	2006-12-9 20:3:6	\maps\两湖区\武陵山\大酋洞迷宫\v_096\110_region_s.dat	2100	36	4	1424eeca
28120	574275e6	2006-12-9 20:4:24	\maps\中原北区\少林派\少林派\v_095\084_region_s.dat	2356	195	4	b1b07121
28121	5743a64c	2006-12-9 20:2:56	\maps\东北区\长白山\长白山脚\v_087\099_region_s.dat	2100	138	4	9fe577c5
28122	57445c2b	2006-12-9 20:2:56	\maps\东北区\长白山\长白山脚\v_100\072_region_s.dat	2100	30	4	ce7933d
28123	5745b75f	2006-12-9 20:3:7	\maps\特殊用地\城镇战场\v_120\128_region_s.dat	2100	38	4	b992146f
28124	5745ebd9	2006-12-9 20:4:24	\maps\中原北区\少林派\少林派\v_091\122_region_s.dat	2173	102	4	a2af0b1a
28125	5747aa28	2011-6-27 18:7:36	\maps\特殊用地\yandibaozangzhunbeiditu\v_144\111_region_s.dat	2100	73	4	b512d914
28126	5747b624	2006-12-9 20:3:52	\maps\西南北区\青城山\白云洞迷宫\v_100\122_region_s.dat	2100	54	4	c3fe1c05
28127	5748b37d	2006-12-9 20:4:30	\maps\中原北区\天忍教\天忍教室内左2\v_096\100_region_s.dat	2100	31	4	67804bf2
28128	57496275	2008-9-28 0:32:54	\maps\特殊用地\古城战场\v_110\106_region_s.dat	2100	159	4	ac950d74
28129	5749c232	2006-12-9 20:3:38	\maps\西北南区\凤翔\v_086\113_region_s.dat	2173	194	4	1a9de464
28130	574a1266	2006-12-9 20:2:58	\maps\江南区\雁荡山\羊角洞迷宫\v_096\092_region_s.dat	2100	162	4	25c2cf13
